日付,都道府県コード,搬送人員（計）,年齢区分：新生児,年齢区分：乳幼児,年齢区分：少年,年齢区分：成人,年齢区分：高齢者,年齢区分：不明,傷病程度：死亡,傷病程度：重症,傷病程度：中等症,傷病程度：軽症,傷病程度：その他,発生場所：住居,発生場所：仕事場①,発生場所：仕事場② ,発生場所：教育機関,発生場所：公衆(屋内),発生場所：公衆(屋外),発生場所：道路,発生場所：その他
2023/6/3,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023/6/4,8,4,0,0,0,0,4,0,0,0,1,3,0,3,0,0,0,1,0,0,0
2023/6/5,8,6,0,0,0,0,6,0,0,0,2,4,0,3,0,1,0,1,1,0,0
2023/6/6,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023/6/7,8,6,0,1,0,1,4,0,0,0,3,3,0,2,0,1,0,0,2,1,0
2023/6/8,8,7,0,0,2,3,2,0,0,0,0,7,0,2,1,0,3,1,0,0,0
2023/6/9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/6/10,8,5,0,0,3,1,1,0,0,0,1,4,0,1,0,0,4,0,0,0,0
2023/6/11,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023/6/12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/6/13,8,4,0,0,1,2,1,0,0,0,1,3,0,0,1,1,1,0,1,0,0
2023/6/14,8,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023/6/15,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023/6/16,8,11,0,0,0,4,7,0,0,0,6,5,0,2,3,2,0,0,1,1,2
2023/6/17,8,20,0,0,6,7,7,0,0,0,6,14,0,5,1,1,1,1,9,2,0
2023/6/18,8,26,0,1,1,11,13,0,0,0,6,20,0,12,1,0,0,1,6,3,3
2023/6/19,8,6,0,0,0,2,4,0,0,0,2,4,0,3,1,1,0,0,1,0,0
2023/6/20,8,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
2023/6/21,8,10,0,0,0,3,7,0,0,1,3,6,0,5,2,2,0,0,0,1,0
2023/6/22,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023/6/23,8,2,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0
2023/6/24,8,13,0,0,3,2,8,0,0,0,7,6,0,5,0,0,1,1,3,2,1
2023/6/25,8,12,0,0,4,5,3,0,0,0,3,9,0,2,0,0,0,1,6,1,2
2023/6/26,8,14,0,0,2,4,8,0,0,1,5,8,0,8,2,1,2,0,0,1,0
2023/6/27,8,6,0,0,1,3,2,0,0,0,2,4,0,2,1,0,0,1,1,1,0
2023/6/28,8,20,0,1,1,10,8,0,0,0,3,17,0,5,7,1,1,1,1,4,0
2023/6/29,8,15,0,0,3,6,6,0,0,0,6,9,0,6,2,1,1,0,3,2,0
2023/6/30,8,7,0,0,0,3,4,0,0,0,3,4,0,6,0,1,0,0,0,0,0
2023/7/1,8,12,0,0,2,2,8,0,0,0,3,9,0,6,0,0,2,1,1,2,0
2023/7/2,8,22,0,0,3,5,14,0,0,0,10,12,0,11,0,2,0,0,4,4,1
2023/7/3,8,17,0,0,1,8,8,0,0,0,6,11,0,7,4,2,0,0,1,2,1
2023/7/4,8,7,0,0,0,1,6,0,0,1,3,3,0,5,1,1,0,0,0,0,0
2023/7/5,8,9,0,0,0,2,7,0,0,0,5,4,0,7,1,0,0,0,0,1,0
2023/7/6,8,18,0,0,3,3,12,0,0,0,6,12,0,10,1,0,2,1,0,3,1
2023/7/7,8,42,0,0,4,12,26,0,1,0,18,23,0,17,5,1,4,1,2,9,3
2023/7/8,8,11,0,0,2,1,8,0,0,0,5,6,0,9,0,0,0,1,1,0,0
2023/7/9,8,34,0,0,10,7,17,0,0,0,9,25,0,14,1,0,0,5,12,1,1
2023/7/10,8,69,0,0,9,26,34,0,0,4,20,45,0,21,16,1,6,5,13,5,2
2023/7/11,8,53,0,0,3,20,30,0,0,2,23,28,0,22,14,0,4,2,4,4,3
2023/7/12,8,53,0,1,4,21,27,0,0,0,21,32,0,19,13,2,2,1,6,9,1
2023/7/13,8,18,0,0,1,6,11,0,0,0,10,8,0,11,2,0,1,1,0,2,1
2023/7/14,8,16,0,0,0,8,8,0,0,1,7,8,0,10,1,0,2,2,0,1,0
2023/7/15,8,21,0,0,5,8,8,0,0,0,4,16,1,11,1,1,0,1,6,0,1
2023/7/16,8,79,0,1,9,40,29,0,0,1,21,57,0,33,4,0,5,3,19,9,6
2023/7/17,8,61,0,0,8,13,40,0,0,2,17,42,0,35,1,1,2,2,10,8,2
2023/7/18,8,50,0,0,2,20,28,0,0,0,19,31,0,22,11,4,1,1,4,5,2
2023/7/19,8,37,0,0,1,18,18,0,0,0,12,25,0,17,7,2,1,4,0,4,2
2023/7/20,8,20,0,1,2,7,10,0,0,1,8,11,0,12,3,0,1,1,1,2,0
2023/7/21,8,10,0,0,1,5,4,0,0,0,4,6,0,0,2,0,1,1,3,3,0
2023/7/22,8,8,0,0,1,5,2,0,0,0,3,5,0,3,2,0,1,0,1,1,0
2023/7/23,8,23,0,0,6,7,10,0,0,0,9,14,0,11,0,0,0,0,6,5,1
2023/7/24,8,33,0,0,2,12,19,0,0,1,9,23,0,19,5,1,0,1,1,6,0
2023/7/25,8,49,0,0,4,22,23,0,1,2,20,26,0,26,6,3,0,5,4,4,1
2023/7/26,8,50,0,1,4,22,23,0,0,0,20,30,0,28,10,0,0,2,7,3,0
2023/7/27,8,52,0,0,2,18,32,0,0,1,19,32,0,29,7,2,1,3,5,4,1
2023/7/28,8,34,0,0,4,13,17,0,0,2,10,22,0,13,2,1,3,3,3,7,2
2023/7/29,8,46,0,0,5,21,20,0,0,1,15,30,0,23,8,0,2,3,4,4,2
2023/7/30,8,48,0,0,4,18,26,0,0,2,14,32,0,23,1,1,0,3,13,4,3
2023/7/31,8,57,0,0,3,27,27,0,0,3,19,35,0,21,12,6,4,3,4,4,3
2023/8/1,8,13,0,0,3,2,8,0,0,0,6,7,0,10,0,0,1,1,1,0,0
2023/8/2,8,34,0,0,2,15,17,0,0,0,14,20,0,17,6,0,1,6,2,2,0
2023/8/3,8,39,0,0,6,16,17,0,0,0,16,23,0,15,7,1,3,4,2,5,2
2023/8/4,8,46,0,0,4,21,21,0,0,1,18,27,0,19,8,4,5,3,2,4,1
2023/8/5,8,51,0,1,8,25,17,0,0,0,19,32,0,15,10,1,0,1,12,10,2
2023/8/6,8,33,0,0,3,10,20,0,0,0,5,24,4,15,1,0,0,2,7,4,4
2023/8/7,8,27,0,0,3,14,10,0,0,2,7,18,0,14,5,1,1,1,2,2,1
2023/8/8,8,27,0,0,1,12,14,0,0,1,6,20,0,13,4,3,1,3,0,3,0
2023/8/9,8,13,0,0,1,7,5,0,1,1,5,6,0,4,2,0,0,1,4,1,1
2023/8/10,8,23,0,0,1,9,13,0,0,0,7,16,0,12,4,0,1,1,3,2,0
2023/8/11,8,23,0,0,2,12,9,0,0,0,7,16,0,7,3,0,0,1,9,2,1
2023/8/12,8,22,0,0,2,2,18,0,0,1,8,13,0,15,0,2,0,0,2,2,1
2023/8/13,8,14,0,0,1,3,10,0,0,2,6,6,0,10,1,0,0,0,2,1,0
2023/8/14,8,20,0,1,0,5,14,0,0,0,4,16,0,13,0,0,0,1,3,3,0
2023/8/15,8,18,0,1,1,6,10,0,0,2,4,12,0,9,0,0,2,1,3,2,1
2023/8/16,8,23,0,0,2,10,11,0,0,0,8,15,0,13,1,1,1,1,4,2,0
2023/8/17,8,51,0,0,4,28,19,0,0,0,14,37,0,17,9,5,1,2,7,6,4
2023/8/18,8,64,0,0,2,41,21,0,0,2,27,35,0,18,17,4,1,4,12,6,2
2023/8/19,8,44,0,0,3,23,18,0,0,1,9,33,1,16,9,5,2,0,8,2,2
2023/8/20,8,38,0,0,5,12,21,0,0,0,15,23,0,20,2,1,1,1,7,4,2
2023/8/21,8,43,0,0,3,18,22,0,0,2,15,26,0,25,7,2,0,3,1,5,0
2023/8/22,8,45,0,1,5,15,24,0,0,1,16,28,0,21,5,1,1,3,11,3,0
2023/8/23,8,28,0,0,0,12,16,0,0,0,8,20,0,17,5,0,1,0,1,3,1
2023/8/24,8,25,0,0,2,7,16,0,0,0,7,18,0,13,5,0,1,1,2,1,2
2023/8/25,8,32,0,0,2,13,17,0,0,2,10,20,0,17,4,2,0,0,3,5,1
2023/8/26,8,27,0,0,4,9,14,0,0,2,7,18,0,13,1,0,0,2,7,1,3
2023/8/27,8,18,0,0,2,3,13,0,0,0,7,11,0,13,0,0,0,1,0,1,3
2023/8/28,8,17,0,0,0,4,13,0,0,1,6,10,0,7,4,0,0,0,4,1,1
2023/8/29,8,36,0,0,2,14,20,0,0,0,15,21,0,16,10,2,1,0,3,1,3
2023/8/30,8,32,0,0,1,12,19,0,0,2,10,20,0,14,4,0,0,2,3,6,3
2023/8/31,8,11,0,0,1,3,7,0,0,0,6,5,0,8,0,1,0,0,1,0,1
2023/9/1,8,19,0,0,2,7,10,0,0,0,10,9,0,9,1,1,1,1,5,1,0
2023/9/2,8,28,0,0,6,12,10,0,0,1,8,19,0,11,2,2,5,2,1,4,1
2023/9/3,8,19,0,0,2,7,10,0,0,1,6,12,0,10,0,0,1,0,3,4,1
2023/9/4,8,3,0,0,0,1,2,0,0,0,1,2,0,2,1,0,0,0,0,0,0
2023/9/5,8,27,0,0,0,11,16,0,0,0,12,15,0,11,5,2,0,1,2,4,2
2023/9/6,8,7,0,0,2,1,4,0,0,0,2,5,0,3,1,1,1,0,1,0,0
2023/9/7,8,3,0,0,0,2,1,0,0,0,0,3,0,0,2,0,0,0,1,0,0
2023/9/8,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023/9/9,8,7,0,0,0,3,4,0,0,0,3,4,0,2,2,0,0,2,0,0,1
2023/9/10,8,36,0,0,6,15,15,0,0,0,12,24,0,9,2,3,0,0,16,2,4
2023/9/11,8,21,0,0,2,7,12,0,0,0,3,18,0,10,1,2,1,1,3,2,1
2023/9/12,8,13,0,0,0,6,7,0,0,0,6,7,0,6,3,3,0,0,0,1,0
2023/9/13,8,10,0,0,0,4,6,0,0,0,6,4,0,5,1,1,1,0,1,1,0
2023/9/14,8,24,0,0,1,12,11,0,0,0,11,13,0,10,5,1,0,0,5,2,1
2023/9/15,8,15,0,0,4,7,4,0,0,0,7,8,0,4,1,1,4,0,3,1,1
2023/9/16,8,25,0,0,2,13,10,0,0,0,3,22,0,12,3,1,0,3,3,2,1
2023/9/17,8,14,0,0,2,8,4,0,0,1,4,9,0,2,1,0,2,0,7,2,0
2023/9/18,8,13,0,0,1,9,3,0,0,0,1,12,0,2,0,1,0,2,3,3,2
2023/9/19,8,8,0,0,0,0,8,0,0,0,4,4,0,5,0,1,0,0,1,1,0
2023/9/20,8,9,0,0,1,4,4,0,0,0,3,6,0,4,2,0,1,1,1,0,0
2023/9/21,8,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2023/9/22,8,2,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2023/9/23,8,3,0,0,1,0,2,0,0,0,1,2,0,1,0,0,0,0,2,0,0
2023/9/24,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023/9/25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/9/26,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023/9/27,8,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
2023/9/28,8,6,0,0,1,3,2,0,0,0,1,5,0,1,3,1,0,0,1,0,0
2023/9/29,8,2,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0
2023/9/30,8,3,0,0,0,2,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0
